word,frequency
—sirrah,1
drier,2
[_play,1
slug-abed,1
deceas’d,2
woful,1
deflowered,2
accurs’d,1
catch’d,1
spited,1
martyr’d,1
uncomfortable,1
confusion’s,1
reason’s,1
dirges,1
‘heart’s,4
ease’,2
‘my,2
full’,1
dump,2
minstrel,1
serving-creature,1
serving-creature’s,1
griping,2
sound’—,1
‘silver,2
sound’,4
‘music,2
catling,1
prates,2
rebeck,1
soundpost,1
‘then,1
capel’s,1
kindred’s,2
post-horses,1
misadventure,3
hereabouts,1
overwhelming,1
tortoise,2
alligator,1
ill-shaped,1
earthen,1
packthread,1
soon-speeding,1
life-weary,1
discharg’d,1
fir’d,1
cannon’s,1
mantua’s,1
fear’st,1
starveth,1
associate,1
searchers,1
suspecting,1
digging,1
wanders,1
mattock,4
savage-wild,1
inexorable,1
[_retires_],1
gorg’d,1
—with,1
betossed,1
misfortune’s,1
slaught’red,1
interr’d,1
inauspicious,1
world-wearied,1
engrossing,1
consorts,1
grubs,1
capels’,1
discolour’d,1
[_enters,1
[_juliet,1
[_noise,1
restorative,1
[_snatching,1
herself_],1
outcry,2
mista’en,1
mis-sheathed,1
warns,1
conspires,1
ambiguities,1
pin’d,1
betroth’d,1
tutored,1
potion’s,1
prefixed,1
sacrific’d,1
severest,1
county’s,1
friar’s,1
glooming,1
pisa,14
vincentio,23
katherina,28
personate,2
haberdasher,3
pheeze,2
slys,1
_paucas,1
pallabris_,1
jeronimy,1
third-borough,1
[_exit_],1
[_lies,1
merriman,1
clowder,1
deep-mouth’d,1
merest,1
_sees,1
sly_,1
warm’d,1
wrapp’d,1
wak’d,4
‘what,2
basin,6
rose-water,1
bestrew’d,1
ewer,5
diaper,1
‘will’t,1
is—say,1
[sly,1
_is,1
bourne,1
[_exit_,40
soto,1
over-eying,1
buttery,1
barthol’mew,1
drunkard’s,1
‘madam,1
obeisance,1
me—as,1
restor’d,2
over-merry,1
appurtenances,1
conserves,3
christophero,2
drank,2
over-leather,1
infused,2
sly’s,1
burton-heath,1
cardmaker,1
transmutation,1
bear-herd,1
hacket,2
ale-wife,1
wincot,1
lyingest,1
bestraught,1
here’s—,1
caged,2
nightingales,2
semiramis,2
bestrew,2
trapp’d,1
studded,2
io,1
surpris’d,1
workmanly,1
o’er-run,2
leet,1
jugs,1
quarts,1
reckon’d,1
naps,1
turph,1
pimpernell,1
abandon’d,2
undress,1
congeal’d,1
commonty,1
gambold,1
tumbling-trick,1
tranio,48
lombardy,1
approv’d,1
bentivolii,1
vincentio’s,2
specially,2
achiev’d,1
plash,1
_mi,1
perdonato_,1
stoics,1
devote,1
aristotle’s,1
abjur’d,1
balk,2
mathematics,3
metaphysics,1
gramercies,3
biondello,30
[_lucentio,1
gremio,34
hortensio,46
baptista_],1
wis,1
noddle,1
three-legg’d,1
—bianca,1
bianca’s,5
taketh,1
cake’s,1
dough,2
brooked,1
baptista’s,6
anna,1
_redime,1
captum,1
quam,1
queas,1
minimo,1
counsel’s,1
longly,1
agenor,1
cretan,1
annoy’d,1
_basta_,1
distinguish’d,1
uncase,1
colour’d,1
habits_],1
‘be,4
count’nance,1
presenters,1
grumio,32
rebused,1
rap,3
knave’s,2
_con,1
tutto,1
cuore,1
trovato_,1
_alla,1
nostra,1
casa,1
molto,1
honorato,1
signor,1
mio,1
’leges,1
pip,1
‘sirrah,1
soundly’,1
‘knocking,1
gate’,1
grumio’s,1
this’s,1
maze,4
ill-favour’d,1
petruchio’s,3
florentius’,1
socrates’,1
xanthippe,1
affection’s,2
adriatic,1
wealthily,2
aglet-baby,1
two-and-fifty,1
broach’d,1
gold’s,1
minola,6
rope-tricks,1
rehears’d,1
liberality,3
perfum’d,2
antonio’s,2
assisting,1
daunt,2
’larums,1
trumpets’,1
clang,1
contributors,1
whatsoe’er,1
chiders,1
leda’s,1
out-talk,1
first’s,1
alcides’,1
quaff,1
motion’s,1
_ben,1
venuto_,1
bondmaid,1
jested,1
[_strikes,5
[_flies,1
bare-foot,1
[_presenting,2
licio,7
backare,1
cambio,8
’mongst,5
hortensio_,2
lucentio_,1
decreas’d,1
widowhood,1
specialities,1
obtain’d,1
proud-minded,1
lutes,2
’frets,1
them’,1
pillory,2
fiddler,3
twangling,2
uttereth,1
super-dainty,1
kates,2
moveable,2
buz,2
buzzard,3
slow-wing’d,1
turtle,7
wasp,4
combless,1
entertain’st,1
hazel-twig,1
hazel-nuts,1
kernels,2
mother-wit,1
’greed,2
grissel,1
lucrece,28
bargain’d,1
incredible,1
vied,1
protesting,1
twink,2
meacock,1
curstest,1
merchant’s,1
youngling,3
greybeard,2
skipper,1
flourisheth,1
basins,1
ewers,1
counterpoints,1
turkey,2
boss’d,1
valance,1
needlework,1
‘only’,1
pisa’s,1
marseilles’,1
galliasses,1
offer’st,1
out-vied,1
fac’d,3
welcome’d,1
ordain’d,1
breeching,1
’pointed,2
lessons,2
tun’d,3
ibat,2
simois,1
sigeia,2
steterat,2
priami,1
regia,1
celsa,1
senis,1
ibat_,1
_simois_,1
est_,1
_sigeia,1
tellus_,2
steterat_,1
a-wooing,1
_priami_,1
_regia_,2
_celsa,2
senis_,2
[_returning,1
instrument’s,1
[hortensio,1
_plays,1
simois_,1
priami_,1
pedascule,1
æacides,1
lucentio_],1
groweth,1
gamut,4
briefer,1
pithy,1
_gamut_,1
re_,2
hortensio’s,2
mi_,2
ut_,1
clef,1
tranio_,1
ceremonial,1
mad-brain,1
rudesby,2
’point,1
‘lo,2
candle-cases,1
armoury,3
chapeless,1
hipped,1
mothy,1
stirrups,1
glanders,1
mose,1
lampass,1
windgalls,1
spavins,1
rayed,1
fives,1
spoiled,2
begnawn,1
swayed,1
shoulder-shotten,1
near-legged,1
half-checked,1
head-stall,1
repaired,1
girth,2
pieced,2
velure,1
studs,1
pack-thread,1
caparisoned,1
boot-hose,1
gartered,1
gentleman’s,1
mean-apparell’d,1
howsoe’er,1
eye-sore,2
detain’d,1
digress,2
concerneth,1
imparted,1
—whate’er,1
over-reach,1
narrow-prying,1
curster,1
’ay,1
gogs-wouns’,1
stoop’d,1
mad-brain’d,1
quaff’d,1
muscadel,1
sops,2
petrucio,4
jogging,1
domineer,1
kated,1
junkets,1
bridegroom’s,2
ray’d,1
curtis,10
tames,2
tamed,2
three-inch,1
—she,1
‘jack,1
strewed,1
servingmen,1
wedding-garment,1
jills,1
carpets,1
saddles,1
_imprimis_,1
miry,2
bemoiled,1
waded,2
prayed,2
unexperienced,1
joseph,1
sugarsop,1
sleekly,1
combed,1
horse-tail,1
cock’s,1
logger-headed,1
unpolish’d,1
nathaniel’s,1
gabriel’s,1
unpink’d,1
walter’s,1
sheathing,2
those—,1
[_servant,1
beetle-headed,1
flap-ear’d,1
dresser,1
trenchers,1
joltheads,1
unmanner’d,1
planteth,1
sermon,2
full-gorg’d,1
keeper’s,1
coverlet,2
amid,2
love_,1
proceeders,1
cullion,1
’longeth,2
taming-school,2
chattering,1
dog-weary,1
mercatante,1
tripoli,1
tripe,1
broil’d,1
[_sets,1
ruffs,1
farthingales,1
din’d,1
ruffling,1
walnut-shell,1
knack,1
baby’s,1
custard-coffin,1
lik’st,1
demi-cannon,1
carv’d,1
slish,1
thimble,2
three-quarters,1
half-yard,1
winter-cricket,1
skein,2
be-mete,1
’imprimis,1
loose-bodied,2
’with,2
compassed,1
’the,1
sew’d,1
mete-yard,1
peereth,1
account’st,1
long-lane,1
pedant_],1
beareth,1
affied,1
part’s,1
hearkening,1
pittance,1
lucentio’s,3
luke’s,2
_cum,1
imprimendum,1
solum_,1
parsley,1
appendix,1
rush-candle,1
vincentio_],2
spangle,1
sayst,1
bedazzled,1
travellest,1
[_knocks,1
crack-hemp,1
copatain,1
university,1
’cerns,1
sailmaker,1
bergamo,1
cony-catched,1
[_biondello,1
blear’d,1
slit,1
villain’s,1
’he,1
round’,1
quick-witted,1
hasty-witted,1
awaken’d,1
miss’d,1
slipp’d,3
simile,1
maim’d,1
halves,1
swinge,2
new-built,1
underfoot,1
[_katherina,1
ill-seeming,1
oweth,1
tam’d,3
prospero,13
uninhabited,1
aground,1
bestir,2
topsail,1
boson,1
cabins,2
roarers,1
-cheerly,1
topmast,2
maincourse,1
bawling,1
blasphemous,1
incharitable,1
noisemaker,1
a-hold,2
wide-chopp'd,1
rascal-would,1
wid'st,1
glut,1
furlongs,2
ground-long,1
furze,1
dashes,1
fraughting,1
conected,1
mantle],2
heard'st,2
concluding,1
'stay,1
miranda,4
study-,1
uncle-,1
over-topping,1
verdure,3
attend'st,1
closeness,1
bettering,1
o'er-priz'd,1
lorded,1
lie-he,1
substitution,1
growing-,1
screen,1
man-my,1
library,3
enough-of,1
unbow'd-alas,1
extirpate,1
now's,3
instinctively,1
undergoing,1
gonzalo,8
linens,1
steaded,1
sea-sorrow,1
vainer,1
sea-storm,1
zenith,1
ariel,17
flam'd,1
bowsprit,1
precursors,1
thunder-claps,1
sight-outrunning,1
plung'd,2
up-staring-then,1
'hell,1
bad'st,1
still-vex'd,1
bermoothes,1
mediterranean,1
flote,1
preciously,1
mistakings,1
grumblings,1
sycorax,7
argier,2
sorceries,1
blue-ey'd,1
th'sailors,1
unmitigable,1
mill-wheels,1
island-,1
freckl'd,1
hag-born-not,1
caliban,10
ever-angry,1
murmur'st,1
peg,1
correspondent,1
spriting,1
eyeball,1
water-nymph,1
brush'd,1
cramps,4
side-stitches,1
honeycomb,1
island's,1
strok'st,1
brine-pits,1
would't,1
peopl'd,1
calibans,1
endow'd,2
deservedly,1
hag-seed,1
shrug'st,1
neglect'st,1
dam's,1
setebos,2
curtsied,1
whist,1
featly,2
[burden,3
bow-wow,2
strutting,2
cock-a-diddle-dow,1
sea-change,1
sea-nymphs,1
ding-dong,1
them-ding-dong,1
fringed,1
pray'r,1
fresh-brook,1
mussels,1
cradled,1
moving],1
visitor,1
one-tell,1
entertainer-,1
dollar,1
wiselier,1
cock'rel,1
uninhabitable,1
inaccessible-,1
miss't,1
advantageous,2
lush,1
misses,1
totally,1
credit-,1
drench'd,2
freshness,2
glosses,1
new-dy'd,1
claribel,4
tunis,9
dido's,2
'widow',1
'widower,1
aeneas',1
'widow,1
dido',1
sowing,1
'sort',1
fish'd,2
breasted,2
oared,1
wave-worn,1
african,1
business',1
chirurgeonly,1
plantation,1
nettle-seed,1
mallows,1
sovereignty-,1
and-do,1
flat-long,1
a-bat-fowling,1
you-wondrous,1
drowsiness,1
thunder-stroke,1
let'st,2
sleep-die,1
wink'st,1
stripping,1
ebbing,2
earth'd,1
persuaded-,1
persuade-the,1
undrown'd,2
hope',1
newborn,1
razorable,1
sea-swallow'd,1
cubit,1
unnecessarily,1
feater,1
conscience-,1
molest,2
like-that's,1
payest,1
foresees,1
dies-to,1
snoring,1
open-ey'd,1
wake],1
-ho,1
securing,1
did't,1
drawn-there,1
infections,1
inch-meal,1
urchin-shows,1
footfall,1
brewing,1
pailfuls,1
fish-like,1
not-of-the-newest,1
poor-john,1
legg'd,1
islander,1
acquaints,1
bed-fellows,1
ashore-,1
swabber,2
mall,1
tang,3
ind,1
be-but,1
come-amen,1
trinculo-be,1
afeard-thy,1
trinculo,14
trinculo's,1
moon-calf,4
trinculos,1
thunderstroke,1
moon-calf's,1
neapolitans,1
hither-i,1
o'erboard-,1
escap'dst,1
swum,2
[passing,1
bottle],1
cellar,1
drinks],2
when's,1
puppy-,1
pig-nuts,1
jay's,1
marmoset,1
filberts,1
scamels,1
drunkenly],1
dams,1
firing,1
trenchering,1
'ban,2
ca-caliban,1
master-get,1
high-,1
log,2
undergone,1
wearily,1
miranda-o,1
flesh-fly,1
log-man,1
invert,2
me-when,1
servant-monster,3
totters,1
man-monster,1
debosh'd,1
'lord',1
mutineer-the,1
sorcerer,1
him-for,1
freshes,1
-prithee,1
wezand,1
rootedly,1
utensils-for,1
surpasseth,1
queen-save,1
viceroys,1
troll,1
while-ere,1
pipe],1
taborer,3
forth-rights,1
meanders,1
phoenix',1
reigning-there,1
gentle-kind,1
dewlapp'd,1
wallets,1
putter-out,1
never-surfeited,1
inhabit-you,1
bemock'd-at,1
still-closing,1
dowle,1
fellow-ministers,1
you-that,1
expos'd,4
requit,1
alonso,2
from-,1
heads-is,1
bass,2
mudded,2
compensation,1
acquisition,1
wort'hily,1
virgin-knot,1
aspersion,1
sour-ey'd,1
murkiest,1
opportune,2
founder'd,1
'come',1
mop,1
abstemious,1
abates,1
corollary,1
pertly,2
[soft,1
ceres,4
barley,1
vetches,1
turfy,1
stover,1
pioned,1
twilled,1
brims,1
betrims,1
dismissed,1
lass-lorn,1
pole-clipt,1
sea-marge,1
air-the,1
grass-plot,1
peacocks,1
car],1
many-coloured,1
diffusest,1
refreshing,2
bosky,1
unshrubb'd,1
earth-why,1
short-grass'd,1
dis,2
dove-drawn,1
bed-rite,1
waspish-headed,1
alights],1
sing],1
marriage-blessing,1
barns,3
gamers,1
bowing,2
scarcity,4
charmingly,1
employment],1
naiads,1
wind'ring,1
sedg'd,1
sun-burnt,1
sicklemen,1
rye-straw,1
baseless,1
cloud-capp'd,1
insubstantial,1
'ceres,1
unback'd,1
calf-like,1
tooth'd,1
furzes,1
goss,1
o'erstunk,1
trumpery,2
glistering,2
invisible],1
horse-piss,1
wetting,1
foot-licker,1
frippery,1
dropsy,1
unrewarded,1
'steal,1
level',1
garmet,1
barnacles,1
foreheads,1
lay-to,1
convulsions,2
pinch-spotted,1
how's,1
line-grove,1
weather-fends,1
gonzalo',1
kindlier,1
lakes,1
printless,1
demi-puppets,1
mushrooms,1
aid-,1
be-i,1
be-dimm'd,1
rifted,1
strong-bas'd,1
op'd,2
music-which,1
fathoms,3
[solem,1
useless,2
spell-stopp'd,1
fellowly,1
dissolves,3
follow'st,1
furtherer,1
expell'd,1
sebastian-,1
strong-,1
discase,2
bat's,1
inhabits,4
crave-,1
all-a,1
fault-all,1
irreparable,1
supportable,1
oozy,1
justled,1
wrecked,1
befitting,1
cell's,1
chess,1
eld'st,1
chalk'd,1
o'erboard,1
ship-,2
split-,1
and-how,1
not-all,1
jingling,1
diversity,1
cap'ring,1
moping,1
infest,1
bully-monster,1
buy'em,1
mis-shapen,1
demi-devil-,1
one-had,1
fly-blowing,1
disproportioned,1
handsomely,3
thrice-double,1
away-the,1
dear-belov'd,1
gales,1
expeditious,1
chick,1
-please,1
have's,1
deceiver,1
frees,1
indulgence,2
timon's,32
alcibiades,14
conjur'd,3
untirable,1
jewel],1
dedication,3
oozes,1
mental,3
dumbness,4
livelier,1
athens-,1
confluence,1
visitors,2
unbolt,2
glass-fac'd,1
apemantus,23
feign'd,2
translates,1
beckon'd,1
late-,1
value-,1
lobbies,1
sacrificial,1
accompanying,1
pregnantly,1
addressing,1
courteously,2
enfranchis'd,2
frequents,1
levity's,1
poem],1
traffics,1
pencill'd,2
extoll'd,1
unclew,1
prized,1
athenians,5
lik'st,1
bellies,1
apprehend'st,1
feign'd-,1
traffic's,2
dinner's,2
salute],1
omit'st,1
unpeaceable,1
outgoes,1
giver,4
discontentedly,1
ira,2
furor,1
brevis,1
apperil,1
windpipe's,1
a-sleeping,1
[eats,1
dich,1
zeals,1
joy's,1
tucket],1
witb,2
hoy-day,1
depraved,1
depraves,1
adoring,1
should-,1
gifts-,1
vour,1
trapp'd,1
lucullus,7
visitations,1
endear'd-,1
coil's,1
jutting-out,1
bums,1
friendship's,2
pomps,1
vain-glories,1
isidore,3
coins,2
foals,1
caphis,2
master',1
reliances,1
smit,1
resumes,1
varro's,1
payment-,1
wants-,1
date-broke,1
detention,1
long-since-due,1
unagreeable,1
importunacy,2
usurers',2
whelp'd,1
outrun'st,1
than's,1
indisposition,1
unaptness,1
lacedaemon,2
exactest,1
auditors,1
spilth,1
bray'd,1
'heavens,1
feast-won,1
fast-lost,1
unwisely,2
flaminius,7
servilius,8
severally-,1
sempronius,2
sorry-,1
wish'd-,1
amiss-,1
wrench-,1
distasteful,1
fractions,2
half-caps,1
cold-moving,1
cak'd,1
ingeniously,1
bounty's,1
respectively,1
freehearted,1
'nothing,1
doubting',1
towardly,1
solidares,1
back],1
nutriment,1
comparing,3
requesting,1
happ'ned,1
bountifully,1
flatterer's,1
dips,1
supported,1
monstrousness,1
backwardly,1
politic-,1
ardent,1
hortensius,1
philotus,1
recoverable,1
equall'd,2
glutt'nous,1
wondrously,1
sempronius-,1
emboldens,1
cowardice-,1
fault-,1
manslaughter,1
misbegot,1
outsides,1
repugnancy,1
byzantium,1
briber,1
rioter,1
balsam,1
usuring,2
captains',1
summer-birds,1
god-heads,1
suitable,1
uncover,1
water],1
mouth-friends,1
sprinkles,1
faces],1
parasites,2
destroyers,1
minute-lacks,1
feel't,4
bankrupts,1
trusters',1
large-handed,1
pill,1
night-rest,1
incident,3
fevers,2
marrows,2
blains,1
confound-,1
all-shunn'd,1
leak'd,1
[embrace,1
ways],1
wretched-,1
sea-shore,1
womb-,1
procreation,1
dividant-,1
rother's,1
flatterer',1
ducks,4
oblique,2
[digging],2
heads-,1
religions,1
ador'd,3
wappen'd,1
spital-house,1
embalms,1
th,2
'april,1
gouty,3
[keeping,1
gold],3
misanthropos,1
canons,1
voic'd,1
regardfully,1
timandra,3
tubs,1
baths,1
rose-cheek'd,1
tub-fast,1
calamities,1
penurious,1
mindless,2
heap-,1
war'st,1
high-vic'd,1
herself's,1
trenchant,1
paps,1
exhaust,1
yells,1
mountant,1
oathable,1
shudders,1
turncoats,1
consumptions,1
shrilly,2
flamen,1
curl'd-pate,1
spok'st,3
beagles,1
hyperion's,2
shine-,1
ensear,1
conceptious,1
marbled,1
plough-torn,1
liquorish,1
morsels,1
unctuous,1
greases,1
slips-,1
slave-like,1
carper,1
approachers,2
outliv'd,1
point'st,1
o'ernight's,1
wreakful,2
conflicting,1
nature-,2
flatter'st,1
sour-cold,1
castigate,1
enforcedly,1
contentless,1
clasp'd,1
swath,2
passive,1
confectionary,1
blows-,1
she-beggar,1
[eating,1
root],1
food],1
botch'd,2
feed'st,1
knewest,1
liv'dst,1
unicorn,2
jurors,1
mangy,1
gravestone,2
king-killer,1
defiler,1
sold'rest,1
throng'd,3
falling-from,1
covetously,1
briars,1
holier,2
seethe,1
antidotes,1
thievery,2
composture,1
gen'ral,1
excrement-,1
advises,2
viler,1
grant'st,2
disclaim'st,1
pity's,1
exceptless,1
perpetual-sober,1
pray-,1
redeem'st,1
hat'st,1
phrynia,1
straggling,2
simpler,2
fashionable,2
personating,1
softness,1
opulency,1
black-corner'd,1
rig'st,1
plough'st,1
settlest,1
natures-,1
enough-,1
travail'd,1
water-,1
draw'st,2
counterfeit'st,1
honest-natur'd,1
patchery,2
made-up,1
villians,1
cauterizing,1
timon-,2
recanter,1
restraining,2
sorrowed,2
brink,2
whittle,1
reverend'st,1
countrymen-,1
triumphers,1
fragile,1
alcibiades',1
unremovably,1
courier,1
imported,1
wander'd,2
travers'd,1
crouching,1
decimation,1
tithed,1
loathes-,1
bluster,1
rampir'd,1
uncharged,1
regular,1
grave-stone,1
insculpture,1
'here,2
caitiffs,1
abhorr'dst,1
scorn'dst,1
brain's,2
droplets,1
leech,1
saturninus,5
andronicus,46
tamora,27
patrons,1
bassianus,18
continence,1
pius,1
accited,1
yok'd,2
andronici,4
expiation,1
uprightness,1
lavinia,38
house],1
circumscribed,1
anchorage,1
re-salute,2
styx,2
tomb],3
fratrum,1
unappeas'd,1
survives,2
brethen,1
nobility's,1
scythia,2
alarbus,1
titus',7
goths-,1
alarbus',1
'larums,1
brethren's,1
triumpher,1
aspir'd,1
solon's,1
par]iament,1
late-deceased,1
candidatus,1
feebleness,1
proclamations,2
manfully,2
saturnine,16
interrupter,1
noble-minded,1
titan's,2
emperess,8
pantheon,2
[seizing,1
cuique,1
seizeth,2
wrongful,2
reproachful,2
razors,1
gallant'st,1
gods-,1
hymenaeus,1
mutius,5
bretheren,2
sumptuously,1
mutius',2
kneel],1
plead-,1
lavinia's,3
roman-,1
laertes',1
dismal'st,2
dreary,1
dumps-,1
remunerate,1
dissembled,2
tamora's,1
love-day,1
panther,3
climbeth,1
olympus',1
zodiac,1
glistening,1
highest-peering,1
aaron,24
aaron's,1
prometheus,1
commonweal's,1
hullo,1
chiron,6
over-ween,1
glued,2
foul-spoken,1
thund'rest,1
brabble,2
discord's,1
lavina,1
glideth,1
loaf,1
shive,1
vulcan's,1
bassianus',3
languishment,3
unfrequented,2
wishes',1
fas,1
aut,1
nefas,1
per,2
styga,1
vehor,1
abjectly,1
[hides,1
empress',15
gleeful,1
chant,3
rolled,1
chequer'd,1
well-tun'd,2
yellowing,1
counsel-keeping,1
cave-,1
deadly-standing,1
uncurls,1
unroll,1
venereal,1
fatal-plotted,1
espied,4
dreads,2
lives',1
actaeon's,1
new-transformed,1
intruder,2
horning,1
swarth,2
cimmerian,1
raven-coloured,1
'ticed,1
mistletoe,1
adulteress,1
goth,4
[also,1
stabs],1
semiramis-,1
poniard,1
thrash,2
nice-preserved,1
wrath-,1
heard-,2
beg'st,1
fall-,1
deflower,1
pit],1
rude-growing,1
new-shed,1
chilling,1
o'er-runs,1
beray'd,1
hath-,1
cocytus',1
huntsman-,1
elder-tree,2
overshades,1
never-heard-of,1
stumps,5
